ATKMSG_M_000=(!)
ATKMSG_Y_000=(!)
ATKMSG_E_000=(!)
ATKMSG_N_000=(!)
ATKMSG_M_001=¡{0x0101,0x0000} ha usado Destructor!
ATKMSG_Y_438=¡El {0x0101,0x0000} salvaje ha usado Latigazo!
ATKMSG_E_438=¡El {0x0101,0x0000} enemigo ha usado Latigazo!
ATKMSG_N_438=¡El {0x0101,0x0000} dominante ha usado Latigazo!
ATKMSG_M_439=¡{0x0101,0x0000} ha usado Romperrocas!
ATKMSG_Y_439=¡El {0x0101,0x0000} salvaje ha usado Romperrocas!
ATKMSG_E_439=¡El {0x0101,0x0000} enemigo ha usado Romperrocas!
ATKMSG_N_439=¡El {0x0101,0x0000} dominante ha usado Romperrocas!
ATKMSG_M_440=¡{0x0101,0x0000} ha usado Veneno X!
ATKMSG_Y_440=¡El {0x0101,0x0000} salvaje ha usado Veneno X!
ATKMSG_E_440=¡El {0x0101,0x0000} enemigo ha usado Veneno X!
ATKMSG_N_440=¡El {0x0101,0x0000} dominante ha usado Veneno X!
ATKMSG_M_441=¡{0x0101,0x0000} ha usado Lanza Mugre!
ATKMSG_Y_441=¡El {0x0101,0x0000} salvaje ha usado Lanza Mugre!
ATKMSG_E_441=¡El {0x0101,0x0000} enemigo ha usado Lanza Mugre!
ATKMSG_N_441=¡El {0x0101,0x0000} dominante ha usado Lanza Mugre!
ATKMSG_M_442=¡{0x0101,0x0000} ha usado Cabeza de Hierro!
ATKMSG_Y_442=¡El {0x0101,0x0000} salvaje ha usado Cabeza de Hierro!
ATKMSG_E_442=¡El {0x0101,0x0000} enemigo ha usado Cabeza de Hierro!
ATKMSG_N_442=¡El {0x0101,0x0000} dominante ha usado Cabeza de Hierro!
ATKMSG_M_443=¡{0x0101,0x0000} ha usado Bomba Imán!
ATKMSG_Y_443=¡El {0x0101,0x0000} salvaje ha usado Bomba Imán!
ATKMSG_E_443=¡El {0x0101,0x0000} enemigo ha usado Bomba Imán!
ATKMSG_N_443=¡El {0x0101,0x0000} dominante ha usado Bomba Imán!
ATKMSG_M_444=¡{0x0101,0x0000} ha usado Roca Afilada!
ATKMSG_Y_444=¡El {0x0101,0x0000} salvaje ha usado Roca Afilada!
ATKMSG_E_444=¡El {0x0101,0x0000} enemigo ha usado Roca Afilada!
ATKMSG_N_444=¡El {0x0101,0x0000} dominante ha usado Roca Afilada!
ATKMSG_M_445=¡{0x0101,0x0000} ha usado Seducción!
ATKMSG_Y_445=¡El {0x0101,0x0000} salvaje ha usado Seducción!
ATKMSG_E_445=¡El {0x0101,0x0000} enemigo ha usado Seducción!
ATKMSG_N_445=¡El {0x0101,0x0000} dominante ha usado Seducción!
ATKMSG_M_446=¡{0x0101,0x0000} ha usado Trampa Rocas!
ATKMSG_Y_446=¡El {0x0101,0x0000} salvaje ha usado Trampa Rocas!
ATKMSG_E_446=¡El {0x0101,0x0000} enemigo ha usado Trampa Rocas!
ATKMSG_N_446=¡El {0x0101,0x0000} dominante ha usado Trampa Rocas!
ATKMSG_M_447=¡{0x0101,0x0000} ha usado Hierba Lazo!
ATKMSG_Y_447=¡El {0x0101,0x0000} salvaje ha usado Hierba Lazo!
ATKMSG_E_447=¡El {0x0101,0x0000} enemigo ha usado Hierba Lazo!
ATKMSG_N_447=¡El {0x0101,0x0000} dominante ha usado Hierba Lazo!
ATKMSG_M_448=¡{0x0101,0x0000} ha usado Cháchara!
ATKMSG_Y_448=¡El {0x0101,0x0000} salvaje ha usado Cháchara!
ATKMSG_E_448=¡El {0x0101,0x0000} enemigo ha usado Cháchara!
ATKMSG_N_448=¡El {0x0101,0x0000} dominante ha usado Cháchara!
ATKMSG_M_449=¡{0x0101,0x0000} ha usado Sentencia!
ATKMSG_Y_449=¡El {0x0101,0x0000} salvaje ha usado Sentencia!
ATKMSG_E_449=¡El {0x0101,0x0000} enemigo ha usado Sentencia!
ATKMSG_N_449=¡El {0x0101,0x0000} dominante ha usado Sentencia!
ATKMSG_M_450=¡{0x0101,0x0000} ha usado Picadura!
ATKMSG_Y_450=¡El {0x0101,0x0000} salvaje ha usado Picadura!
ATKMSG_E_450=¡El {0x0101,0x0000} enemigo ha usado Picadura!
ATKMSG_N_450=¡El {0x0101,0x0000} dominante ha usado Picadura!
ATKMSG_M_451=¡{0x0101,0x0000} ha usado Rayo Carga!
ATKMSG_Y_451=¡El {0x0101,0x0000} salvaje ha usado Rayo Carga!
ATKMSG_E_451=¡El {0x0101,0x0000} enemigo ha usado Rayo Carga!
ATKMSG_N_451=¡El {0x0101,0x0000} dominante ha usado Rayo Carga!
ATKMSG_M_452=¡{0x0101,0x0000} ha usado Mazazo!
ATKMSG_Y_452=¡El {0x0101,0x0000} salvaje ha usado Mazazo!
ATKMSG_E_452=¡El {0x0101,0x0000} enemigo ha usado Mazazo!
ATKMSG_N_452=¡El {0x0101,0x0000} dominante ha usado Mazazo!
ATKMSG_M_453=¡{0x0101,0x0000} ha usado Acua Jet!
ATKMSG_Y_453=¡El {0x0101,0x0000} salvaje ha usado Acua Jet!
ATKMSG_E_453=¡El {0x0101,0x0000} enemigo ha usado Acua Jet!
ATKMSG_N_453=¡El {0x0101,0x0000} dominante ha usado Acua Jet!
ATKMSG_M_454=¡{0x0101,0x0000} ha usado Al Ataque!
ATKMSG_Y_454=¡El {0x0101,0x0000} salvaje ha usado Al Ataque!
ATKMSG_E_454=¡El {0x0101,0x0000} enemigo ha usado Al Ataque!
ATKMSG_N_454=¡El {0x0101,0x0000} dominante ha usado Al Ataque!
ATKMSG_M_455=¡{0x0101,0x0000} ha usado A Defender!
ATKMSG_Y_455=¡El {0x0101,0x0000} salvaje ha usado A Defender!
ATKMSG_E_455=¡El {0x0101,0x0000} enemigo ha usado A Defender!
ATKMSG_N_455=¡El {0x0101,0x0000} dominante ha usado A Defender!
ATKMSG_M_456=¡{0x0101,0x0000} ha usado Auxilio!
ATKMSG_Y_456=¡El {0x0101,0x0000} salvaje ha usado Auxilio!
ATKMSG_E_456=¡El {0x0101,0x0000} enemigo ha usado Auxilio!
ATKMSG_N_456=¡El {0x0101,0x0000} dominante ha usado Auxilio!
ATKMSG_M_457=¡{0x0101,0x0000} ha usado Testarazo!
ATKMSG_Y_457=¡El {0x0101,0x0000} salvaje ha usado Testarazo!
ATKMSG_E_457=¡El {0x0101,0x0000} enemigo ha usado Testarazo!
ATKMSG_N_457=¡El {0x0101,0x0000} dominante ha usado Testarazo!
ATKMSG_M_458=¡{0x0101,0x0000} ha usado Doble Golpe!
ATKMSG_Y_458=¡El {0x0101,0x0000} salvaje ha usado Doble Golpe!
ATKMSG_E_458=¡El {0x0101,0x0000} enemigo ha usado Doble Golpe!
ATKMSG_N_458=¡El {0x0101,0x0000} dominante ha usado Doble Golpe!
ATKMSG_M_459=¡{0x0101,0x0000} ha usado Distorsión!
ATKMSG_Y_459=¡El {0x0101,0x0000} salvaje ha usado Distorsión!
ATKMSG_E_459=¡El {0x0101,0x0000} enemigo ha usado Distorsión!
ATKMSG_N_459=¡El {0x0101,0x0000} dominante ha usado Distorsión!
ATKMSG_M_460=¡{0x0101,0x0000} ha usado Corte Vacío!
ATKMSG_Y_460=¡El {0x0101,0x0000} salvaje ha usado Corte Vacío!
ATKMSG_E_460=¡El {0x0101,0x0000} enemigo ha usado Corte Vacío!
ATKMSG_N_460=¡El {0x0101,0x0000} dominante ha usado Corte Vacío!
ATKMSG_M_461=¡{0x0101,0x0000} ha usado Danza Lunar!
ATKMSG_Y_461=¡El {0x0101,0x0000} salvaje ha usado Danza Lunar!
ATKMSG_E_461=¡El {0x0101,0x0000} enemigo ha usado Danza Lunar!
ATKMSG_N_461=¡El {0x0101,0x0000} dominante ha usado Danza Lunar!
ATKMSG_M_462=¡{0x0101,0x0000} ha usado Agarrón!
ATKMSG_Y_462=¡El {0x0101,0x0000} salvaje ha usado Agarrón!
ATKMSG_E_462=¡El {0x0101,0x0000} enemigo ha usado Agarrón!
ATKMSG_N_462=¡El {0x0101,0x0000} dominante ha usado Agarrón!
ATKMSG_M_463=¡{0x0101,0x0000} ha usado Lluvia Ígnea!
ATKMSG_Y_463=¡El {0x0101,0x0000} salvaje ha usado Lluvia Ígnea!
ATKMSG_E_463=¡El {0x0101,0x0000} enemigo ha usado Lluvia Ígnea!
ATKMSG_N_463=¡El {0x0101,0x0000} dominante ha usado Lluvia Ígnea!
ATKMSG_M_464=¡{0x0101,0x0000} ha usado Brecha Negra!
ATKMSG_Y_464=¡El {0x0101,0x0000} salvaje ha usado Brecha Negra!
ATKMSG_E_464=¡El {0x0101,0x0000} enemigo ha usado Brecha Negra!
ATKMSG_N_464=¡El {0x0101,0x0000} dominante ha usado Brecha Negra!
ATKMSG_M_465=¡{0x0101,0x0000} ha usado Fogonazo!
ATKMSG_Y_465=¡El {0x0101,0x0000} salvaje ha usado Fogonazo!
ATKMSG_E_465=¡El {0x0101,0x0000} enemigo ha usado Fogonazo!
ATKMSG_N_465=¡El {0x0101,0x0000} dominante ha usado Fogonazo!
ATKMSG_M_466=¡{0x0101,0x0000} ha usado Viento Aciago!
ATKMSG_Y_466=¡El {0x0101,0x0000} salvaje ha usado Viento Aciago!
ATKMSG_E_466=¡El {0x0101,0x0000} enemigo ha usado Viento Aciago!
ATKMSG_N_466=¡El {0x0101,0x0000} dominante ha usado Viento Aciago!
ATKMSG_M_467=¡{0x0101,0x0000} ha usado Golpe Umbrío!
ATKMSG_Y_467=¡El {0x0101,0x0000} salvaje ha usado Golpe Umbrío!
ATKMSG_E_467=¡El {0x0101,0x0000} enemigo ha usado Golpe Umbrío!
ATKMSG_N_467=¡El {0x0101,0x0000} dominante ha usado Golpe Umbrío!
ATKMSG_M_468=¡{0x0101,0x0000} ha usado Afilagarras!
ATKMSG_Y_468=¡El {0x0101,0x0000} salvaje ha usado Afilagarras!
ATKMSG_E_468=¡El {0x0101,0x0000} enemigo ha usado Afilagarras!
ATKMSG_N_468=¡El {0x0101,0x0000} dominante ha usado Afilagarras!
ATKMSG_M_469=¡{0x0101,0x0000} ha usado Vastaguardia!
ATKMSG_Y_469=¡El {0x0101,0x0000} salvaje ha usado Vastaguardia!
ATKMSG_E_469=¡El {0x0101,0x0000} enemigo ha usado Vastaguardia!
ATKMSG_N_469=¡El {0x0101,0x0000} dominante ha usado Vastaguardia!
ATKMSG_M_470=¡{0x0101,0x0000} ha usado Isoguardia!
ATKMSG_Y_470=¡El {0x0101,0x0000} salvaje ha usado Isoguardia!
ATKMSG_E_470=¡El {0x0101,0x0000} enemigo ha usado Isoguardia!
ATKMSG_N_470=¡El {0x0101,0x0000} dominante ha usado Isoguardia!
ATKMSG_M_471=¡{0x0101,0x0000} ha usado Isofuerza!
ATKMSG_Y_471=¡El {0x0101,0x0000} salvaje ha usado Isofuerza!
ATKMSG_E_471=¡El {0x0101,0x0000} enemigo ha usado Isofuerza!
ATKMSG_N_471=¡El {0x0101,0x0000} dominante ha usado Isofuerza!
ATKMSG_M_472=¡{0x0101,0x0000} ha usado Zona Extraña!
ATKMSG_Y_472=¡El {0x0101,0x0000} salvaje ha usado Zona Extraña!
ATKMSG_E_472=¡El {0x0101,0x0000} enemigo ha usado Zona Extraña!
ATKMSG_N_472=¡El {0x0101,0x0000} dominante ha usado Zona Extraña!
ATKMSG_M_473=¡{0x0101,0x0000} ha usado Psicocarga!
ATKMSG_Y_473=¡El {0x0101,0x0000} salvaje ha usado Psicocarga!
ATKMSG_E_473=¡El {0x0101,0x0000} enemigo ha usado Psicocarga!
ATKMSG_N_473=¡El {0x0101,0x0000} dominante ha usado Psicocarga!
ATKMSG_M_474=¡{0x0101,0x0000} ha usado Carga Tóxica!
ATKMSG_Y_474=¡El {0x0101,0x0000} salvaje ha usado Carga Tóxica!
ATKMSG_E_474=¡El {0x0101,0x0000} enemigo ha usado Carga Tóxica!
ATKMSG_N_474=¡El {0x0101,0x0000} dominante ha usado Carga Tóxica!
ATKMSG_M_475=¡{0x0101,0x0000} ha usado Aligerar!
ATKMSG_Y_475=¡El {0x0101,0x0000} salvaje ha usado Aligerar!
ATKMSG_E_475=¡El {0x0101,0x0000} enemigo ha usado Aligerar!
ATKMSG_N_475=¡El {0x0101,0x0000} dominante ha usado Aligerar!
ATKMSG_M_476=¡{0x0101,0x0000} ha usado Polvo Ira!
ATKMSG_Y_476=¡El {0x0101,0x0000} salvaje ha usado Polvo Ira!
ATKMSG_E_476=¡El {0x0101,0x0000} enemigo ha usado Polvo Ira!
ATKMSG_N_476=¡El {0x0101,0x0000} dominante ha usado Polvo Ira!
ATKMSG_M_477=¡{0x0101,0x0000} ha usado Telequinesis!
ATKMSG_Y_477=¡El {0x0101,0x0000} salvaje ha usado Telequinesis!
ATKMSG_E_477=¡El {0x0101,0x0000} enemigo ha usado Telequinesis!
ATKMSG_N_477=¡El {0x0101,0x0000} dominante ha usado Telequinesis!
ATKMSG_M_478=¡{0x0101,0x0000} ha usado Zona Mágica!
ATKMSG_Y_478=¡El {0x0101,0x0000} salvaje ha usado Zona Mágica!
ATKMSG_E_478=¡El {0x0101,0x0000} enemigo ha usado Zona Mágica!
ATKMSG_N_478=¡El {0x0101,0x0000} dominante ha usado Zona Mágica!
ATKMSG_M_479=¡{0x0101,0x0000} ha usado Antiaéreo!
ATKMSG_Y_479=¡El {0x0101,0x0000} salvaje ha usado Antiaéreo!
ATKMSG_E_479=¡El {0x0101,0x0000} enemigo ha usado Antiaéreo!
ATKMSG_N_479=¡El {0x0101,0x0000} dominante ha usado Antiaéreo!
ATKMSG_M_480=¡{0x0101,0x0000} ha usado Llave Corsé!
ATKMSG_Y_480=¡El {0x0101,0x0000} salvaje ha usado Llave Corsé!
ATKMSG_E_480=¡El {0x0101,0x0000} enemigo ha usado Llave Corsé!
ATKMSG_N_480=¡El {0x0101,0x0000} dominante ha usado Llave Corsé!
ATKMSG_M_481=¡{0x0101,0x0000} ha usado Pirotecnia!
ATKMSG_Y_481=¡El {0x0101,0x0000} salvaje ha usado Pirotecnia!
ATKMSG_E_481=¡El {0x0101,0x0000} enemigo ha usado Pirotecnia!
ATKMSG_N_481=¡El {0x0101,0x0000} dominante ha usado Pirotecnia!
ATKMSG_M_482=¡{0x0101,0x0000} ha usado Onda Tóxica!
ATKMSG_Y_482=¡El {0x0101,0x0000} salvaje ha usado Onda Tóxica!
ATKMSG_E_482=¡El {0x0101,0x0000} enemigo ha usado Onda Tóxica!
ATKMSG_N_482=¡El {0x0101,0x0000} dominante ha usado Onda Tóxica!
ATKMSG_M_483=¡{0x0101,0x0000} ha usado Danza Aleteo!
ATKMSG_Y_483=¡El {0x0101,0x0000} salvaje ha usado Danza Aleteo!
ATKMSG_E_483=¡El {0x0101,0x0000} enemigo ha usado Danza Aleteo!
ATKMSG_N_483=¡El {0x0101,0x0000} dominante ha usado Danza Aleteo!
ATKMSG_M_484=¡{0x0101,0x0000} ha usado Cuerpo Pesado!
ATKMSG_Y_484=¡El {0x0101,0x0000} salvaje ha usado Cuerpo Pesado!
ATKMSG_E_484=¡El {0x0101,0x0000} enemigo ha usado Cuerpo Pesado!
ATKMSG_N_484=¡El {0x0101,0x0000} dominante ha usado Cuerpo Pesado!
ATKMSG_M_485=¡{0x0101,0x0000} ha usado Sincrorruido!
ATKMSG_Y_485=¡El {0x0101,0x0000} salvaje ha usado Sincrorruido!
ATKMSG_E_485=¡El {0x0101,0x0000} enemigo ha usado Sincrorruido!
ATKMSG_N_485=¡El {0x0101,0x0000} dominante ha usado Sincrorruido!
ATKMSG_M_486=¡{0x0101,0x0000} ha usado Bola Voltio!
ATKMSG_Y_486=¡El {0x0101,0x0000} salvaje ha usado Bola Voltio!
ATKMSG_E_486=¡El {0x0101,0x0000} enemigo ha usado Bola Voltio!
ATKMSG_N_486=¡El {0x0101,0x0000} dominante ha usado Bola Voltio!
ATKMSG_M_487=¡{0x0101,0x0000} ha usado Anegar!
ATKMSG_Y_487=¡El {0x0101,0x0000} salvaje ha usado Anegar!
ATKMSG_E_487=¡El {0x0101,0x0000} enemigo ha usado Anegar!
ATKMSG_N_487=¡El {0x0101,0x0000} dominante ha usado Anegar!
ATKMSG_M_488=¡{0x0101,0x0000} ha usado Nitrocarga!
ATKMSG_Y_488=¡El {0x0101,0x0000} salvaje ha usado Nitrocarga!
ATKMSG_E_488=¡El {0x0101,0x0000} enemigo ha usado Nitrocarga!
ATKMSG_N_488=¡El {0x0101,0x0000} dominante ha usado Nitrocarga!
ATKMSG_M_489=¡{0x0101,0x0000} ha usado Enrosque!
ATKMSG_Y_489=¡El {0x0101,0x0000} salvaje ha usado Enrosque!
ATKMSG_E_489=¡El {0x0101,0x0000} enemigo ha usado Enrosque!
ATKMSG_N_489=¡El {0x0101,0x0000} dominante ha usado Enrosque!
ATKMSG_M_490=¡{0x0101,0x0000} ha usado Puntapié!
ATKMSG_Y_490=¡El {0x0101,0x0000} salvaje ha usado Puntapié!
ATKMSG_E_490=¡El {0x0101,0x0000} enemigo ha usado Puntapié!
ATKMSG_N_490=¡El {0x0101,0x0000} dominante ha usado Puntapié!
ATKMSG_M_491=¡{0x0101,0x0000} ha usado Bomba Ácida!
ATKMSG_Y_491=¡El {0x0101,0x0000} salvaje ha usado Bomba Ácida!
ATKMSG_E_491=¡El {0x0101,0x0000} enemigo ha usado Bomba Ácida!
ATKMSG_N_491=¡El {0x0101,0x0000} dominante ha usado Bomba Ácida!
ATKMSG_M_492=¡{0x0101,0x0000} ha usado Juego Sucio!
ATKMSG_Y_492=¡El {0x0101,0x0000} salvaje ha usado Juego Sucio!
ATKMSG_E_492=¡El {0x0101,0x0000} enemigo ha usado Juego Sucio!
ATKMSG_N_492=¡El {0x0101,0x0000} dominante ha usado Juego Sucio!
ATKMSG_M_493=¡{0x0101,0x0000} ha usado Onda Simple!
ATKMSG_Y_493=¡El {0x0101,0x0000} salvaje ha usado Onda Simple!
ATKMSG_E_493=¡El {0x0101,0x0000} enemigo ha usado Onda Simple!
ATKMSG_N_493=¡El {0x0101,0x0000} dominante ha usado Onda Simple!
ATKMSG_M_494=¡{0x0101,0x0000} ha usado Danza Amiga!
ATKMSG_Y_494=¡El {0x0101,0x0000} salvaje ha usado Danza Amiga!
ATKMSG_E_494=¡El {0x0101,0x0000} enemigo ha usado Danza Amiga!
ATKMSG_N_494=¡El {0x0101,0x0000} dominante ha usado Danza Amiga!
ATKMSG_M_495=¡{0x0101,0x0000} ha usado Cede Paso!
ATKMSG_Y_495=¡El {0x0101,0x0000} salvaje ha usado Cede Paso!
ATKMSG_E_495=¡El {0x0101,0x0000} enemigo ha usado Cede Paso!
ATKMSG_N_495=¡El {0x0101,0x0000} dominante ha usado Cede Paso!
ATKMSG_M_496=¡{0x0101,0x0000} ha usado Canon!
ATKMSG_Y_496=¡El {0x0101,0x0000} salvaje ha usado Canon!
ATKMSG_E_496=¡El {0x0101,0x0000} enemigo ha usado Canon!
ATKMSG_N_496=¡El {0x0101,0x0000} dominante ha usado Canon!
ATKMSG_M_497=¡{0x0101,0x0000} ha usado Eco Voz!
ATKMSG_Y_497=¡El {0x0101,0x0000} salvaje ha usado Eco Voz!
ATKMSG_E_497=¡El {0x0101,0x0000} enemigo ha usado Eco Voz!
ATKMSG_N_497=¡El {0x0101,0x0000} dominante ha usado Eco Voz!
ATKMSG_M_498=¡{0x0101,0x0000} ha usado Guardia Baja!
ATKMSG_Y_498=¡El {0x0101,0x0000} salvaje ha usado Guardia Baja!
ATKMSG_E_498=¡El {0x0101,0x0000} enemigo ha usado Guardia Baja!
ATKMSG_N_498=¡El {0x0101,0x0000} dominante ha usado Guardia Baja!
ATKMSG_M_499=¡{0x0101,0x0000} ha usado Niebla Clara!
ATKMSG_Y_499=¡El {0x0101,0x0000} salvaje ha usado Niebla Clara!
ATKMSG_E_499=¡El {0x0101,0x0000} enemigo ha usado Niebla Clara!
ATKMSG_N_499=¡El {0x0101,0x0000} dominante ha usado Niebla Clara!
ATKMSG_M_500=¡{0x0101,0x0000} ha usado Poder Reserva!
ATKMSG_Y_500=¡El {0x0101,0x0000} salvaje ha usado Poder Reserva!
ATKMSG_E_500=¡El {0x0101,0x0000} enemigo ha usado Poder Reserva!
ATKMSG_N_500=¡El {0x0101,0x0000} dominante ha usado Poder Reserva!
ATKMSG_M_501=¡{0x0101,0x0000} ha usado Anticipo!
ATKMSG_Y_501=¡El {0x0101,0x0000} salvaje ha usado Anticipo!
ATKMSG_E_501=¡El {0x0101,0x0000} enemigo ha usado Anticipo!
ATKMSG_N_501=¡El {0x0101,0x0000} dominante ha usado Anticipo!
ATKMSG_M_502=¡{0x0101,0x0000} ha usado Cambio Banda!
ATKMSG_Y_502=¡El {0x0101,0x0000} salvaje ha usado Cambio Banda!
ATKMSG_E_502=¡El {0x0101,0x0000} enemigo ha usado Cambio Banda!
ATKMSG_N_502=¡El {0x0101,0x0000} dominante ha usado Cambio Banda!
ATKMSG_M_503=¡{0x0101,0x0000} ha usado Escaldar!
ATKMSG_Y_503=¡El {0x0101,0x0000} salvaje ha usado Escaldar!
ATKMSG_E_503=¡El {0x0101,0x0000} enemigo ha usado Escaldar!
ATKMSG_N_503=¡El {0x0101,0x0000} dominante ha usado Escaldar!
ATKMSG_M_504=¡{0x0101,0x0000} ha usado Rompecoraza!
ATKMSG_Y_504=¡El {0x0101,0x0000} salvaje ha usado Rompecoraza!
ATKMSG_E_504=¡El {0x0101,0x0000} enemigo ha usado Rompecoraza!
ATKMSG_N_504=¡El {0x0101,0x0000} dominante ha usado Rompecoraza!
ATKMSG_M_505=¡{0x0101,0x0000} ha usado Pulso Cura!
ATKMSG_Y_505=¡El {0x0101,0x0000} salvaje ha usado Pulso Cura!
ATKMSG_E_505=¡El {0x0101,0x0000} enemigo ha usado Pulso Cura!
ATKMSG_N_505=¡El {0x0101,0x0000} dominante ha usado Pulso Cura!
ATKMSG_M_506=¡{0x0101,0x0000} ha usado Infortunio!
ATKMSG_Y_506=¡El {0x0101,0x0000} salvaje ha usado Infortunio!
ATKMSG_E_506=¡El {0x0101,0x0000} enemigo ha usado Infortunio!
ATKMSG_N_506=¡El {0x0101,0x0000} dominante ha usado Infortunio!
ATKMSG_M_507=¡{0x0101,0x0000} ha usado Caída Libre!
ATKMSG_Y_507=¡El {0x0101,0x0000} salvaje ha usado Caída Libre!
ATKMSG_E_507=¡El {0x0101,0x0000} enemigo ha usado Caída Libre!
ATKMSG_N_507=¡El {0x0101,0x0000} dominante ha usado Caída Libre!
ATKMSG_M_508=¡{0x0101,0x0000} ha usado Cambio de Marcha!
ATKMSG_Y_508=¡El {0x0101,0x0000} salvaje ha usado Cambio de Marcha!
ATKMSG_E_508=¡El {0x0101,0x0000} enemigo ha usado Cambio de Marcha!
ATKMSG_N_508=¡El {0x0101,0x0000} dominante ha usado Cambio de Marcha!
ATKMSG_M_509=¡{0x0101,0x0000} ha usado Llave Giro!
ATKMSG_Y_509=¡El {0x0101,0x0000} salvaje ha usado Llave Giro!
ATKMSG_E_509=¡El {0x0101,0x0000} enemigo ha usado Llave Giro!
ATKMSG_N_509=¡El {0x0101,0x0000} dominante ha usado Llave Giro!
ATKMSG_M_510=¡{0x0101,0x0000} ha usado Calcinación!
ATKMSG_Y_510=¡El {0x0101,0x0000} salvaje ha usado Calcinación!
ATKMSG_E_510=¡El {0x0101,0x0000} enemigo ha usado Calcinación!
ATKMSG_N_510=¡El {0x0101,0x0000} dominante ha usado Calcinación!
ATKMSG_M_511=¡{0x0101,0x0000} ha usado Último Lugar!
ATKMSG_Y_511=¡El {0x0101,0x0000} salvaje ha usado Último Lugar!
ATKMSG_E_511=¡El {0x0101,0x0000} enemigo ha usado Último Lugar!
ATKMSG_N_511=¡El {0x0101,0x0000} dominante ha usado Último Lugar!
ATKMSG_M_512=¡{0x0101,0x0000} ha usado Acróbata!
ATKMSG_Y_512=¡El {0x0101,0x0000} salvaje ha usado Acróbata!
ATKMSG_E_512=¡El {0x0101,0x0000} enemigo ha usado Acróbata!
ATKMSG_N_512=¡El {0x0101,0x0000} dominante ha usado Acróbata!
ATKMSG_M_513=¡{0x0101,0x0000} ha usado Clonatipo!
ATKMSG_Y_513=¡El {0x0101,0x0000} salvaje ha usado Clonatipo!
ATKMSG_E_513=¡El {0x0101,0x0000} enemigo ha usado Clonatipo!
ATKMSG_N_513=¡El {0x0101,0x0000} dominante ha usado Clonatipo!
ATKMSG_M_514=¡{0x0101,0x0000} ha usado Represalia!
ATKMSG_Y_514=¡El {0x0101,0x0000} salvaje ha usado Represalia!
ATKMSG_E_514=¡El {0x0101,0x0000} enemigo ha usado Represalia!
ATKMSG_N_514=¡El {0x0101,0x0000} dominante ha usado Represalia!
ATKMSG_M_515=¡{0x0101,0x0000} ha usado Sacrificio!
ATKMSG_Y_515=¡El {0x0101,0x0000} salvaje ha usado Sacrificio!
ATKMSG_E_515=¡El {0x0101,0x0000} enemigo ha usado Sacrificio!
ATKMSG_N_515=¡El {0x0101,0x0000} dominante ha usado Sacrificio!
ATKMSG_M_516=¡{0x0101,0x0000} ha usado Ofrenda!
ATKMSG_Y_516=¡El {0x0101,0x0000} salvaje ha usado Ofrenda!
ATKMSG_E_516=¡El {0x0101,0x0000} enemigo ha usado Ofrenda!
ATKMSG_N_516=¡El {0x0101,0x0000} dominante ha usado Ofrenda!
ATKMSG_M_517=¡{0x0101,0x0000} ha usado Infierno!
ATKMSG_Y_517=¡El {0x0101,0x0000} salvaje ha usado Infierno!
ATKMSG_E_517=¡El {0x0101,0x0000} enemigo ha usado Infierno!
ATKMSG_N_517=¡El {0x0101,0x0000} dominante ha usado Infierno!
ATKMSG_M_518=¡{0x0101,0x0000} ha usado Voto Agua!
ATKMSG_Y_518=¡El {0x0101,0x0000} salvaje ha usado Voto Agua!
ATKMSG_E_518=¡El {0x0101,0x0000} enemigo ha usado Voto Agua!
ATKMSG_N_518=¡El {0x0101,0x0000} dominante ha usado Voto Agua!
ATKMSG_M_519=¡{0x0101,0x0000} ha usado Voto Fuego!
ATKMSG_Y_519=¡El {0x0101,0x0000} salvaje ha usado Voto Fuego!
ATKMSG_E_519=¡El {0x0101,0x0000} enemigo ha usado Voto Fuego!
ATKMSG_N_519=¡El {0x0101,0x0000} dominante ha usado Voto Fuego!
ATKMSG_M_520=¡{0x0101,0x0000} ha usado Voto Planta!
ATKMSG_Y_520=¡El {0x0101,0x0000} salvaje ha usado Voto Planta!
ATKMSG_E_520=¡El {0x0101,0x0000} enemigo ha usado Voto Planta!
ATKMSG_N_520=¡El {0x0101,0x0000} dominante ha usado Voto Planta!
ATKMSG_M_521=¡{0x0101,0x0000} ha usado Voltiocambio!
ATKMSG_Y_521=¡El {0x0101,0x0000} salvaje ha usado Voltiocambio!
ATKMSG_E_521=¡El {0x0101,0x0000} enemigo ha usado Voltiocambio!
ATKMSG_N_521=¡El {0x0101,0x0000} dominante ha usado Voltiocambio!
ATKMSG_M_522=¡{0x0101,0x0000} ha usado Estoicismo!
ATKMSG_Y_522=¡El {0x0101,0x0000} salvaje ha usado Estoicismo!
ATKMSG_E_522=¡El {0x0101,0x0000} enemigo ha usado Estoicismo!
ATKMSG_N_522=¡El {0x0101,0x0000} dominante ha usado Estoicismo!
ATKMSG_M_523=¡{0x0101,0x0000} ha usado Terratemblor!
ATKMSG_Y_523=¡El {0x0101,0x0000} salvaje ha usado Terratemblor!
ATKMSG_E_523=¡El {0x0101,0x0000} enemigo ha usado Terratemblor!
ATKMSG_N_523=¡El {0x0101,0x0000} dominante ha usado Terratemblor!
ATKMSG_M_524=¡{0x0101,0x0000} ha usado Vaho Gélido!
ATKMSG_Y_524=¡El {0x0101,0x0000} salvaje ha usado Vaho Gélido!
ATKMSG_E_524=¡El {0x0101,0x0000} enemigo ha usado Vaho Gélido!
