ATKMSG_M_000=!
ATKMSG_Y_000=!
ATKMSG_E_000=!
ATKMSG_N_000=!
ATKMSG_M_001={0x0101,0x0000} setzt[0x000A]Pfund ein!
ATKMSG_E_260={0x0101,0x0000} (Gegner) setzt[0x000A]Schmeichler ein!
ATKMSG_N_260={0x0101,0x0000} (Herrscher) setzt[0x000A]Schmeichler ein!
ATKMSG_M_261={0x0101,0x0000} setzt[0x000A]Irrlicht ein!
ATKMSG_Y_261={0x0101,0x0000} (wild) setzt[0x000A]Irrlicht ein!
ATKMSG_E_261={0x0101,0x0000} (Gegner) setzt[0x000A]Irrlicht ein!
ATKMSG_N_261={0x0101,0x0000} (Herrscher) setzt[0x000A]Irrlicht ein!
ATKMSG_M_262={0x0101,0x0000} setzt[0x000A]Memento-Mori ein!
ATKMSG_Y_262={0x0101,0x0000} (wild) setzt[0x000A]Memento-Mori ein!
ATKMSG_E_262={0x0101,0x0000} (Gegner) setzt[0x000A]Memento-Mori ein!
ATKMSG_N_262={0x0101,0x0000} (Herrscher) setzt[0x000A]Memento-Mori ein!
ATKMSG_M_263={0x0101,0x0000} setzt[0x000A]Fassade ein!
ATKMSG_Y_263={0x0101,0x0000} (wild) setzt[0x000A]Fassade ein!
ATKMSG_E_263={0x0101,0x0000} (Gegner) setzt[0x000A]Fassade ein!
ATKMSG_N_263={0x0101,0x0000} (Herrscher) setzt[0x000A]Fassade ein!
ATKMSG_M_264={0x0101,0x0000} setzt[0x000A]Power-Punch ein!
ATKMSG_Y_264={0x0101,0x0000} (wild) setzt[0x000A]Power-Punch ein!
ATKMSG_E_264={0x0101,0x0000} (Gegner) setzt[0x000A]Power-Punch ein!
ATKMSG_N_264={0x0101,0x0000} (Herrscher) setzt[0x000A]Power-Punch ein!
ATKMSG_M_265={0x0101,0x0000} setzt[0x000A]Riechsalz ein!
ATKMSG_Y_265={0x0101,0x0000} (wild) setzt[0x000A]Riechsalz ein!
ATKMSG_E_265={0x0101,0x0000} (Gegner) setzt[0x000A]Riechsalz ein!
ATKMSG_N_265={0x0101,0x0000} (Herrscher) setzt[0x000A]Riechsalz ein!
ATKMSG_M_266={0x0101,0x0000} setzt[0x000A]Spotlight ein!
ATKMSG_Y_266={0x0101,0x0000} (wild) setzt[0x000A]Spotlight ein!
ATKMSG_E_266={0x0101,0x0000} (Gegner) setzt[0x000A]Spotlight ein!
ATKMSG_N_266={0x0101,0x0000} (Herrscher) setzt[0x000A]Spotlight ein!
ATKMSG_M_267={0x0101,0x0000} setzt[0x000A]Natur-Kraft ein!
ATKMSG_Y_267={0x0101,0x0000} (wild) setzt[0x000A]Natur-Kraft ein!
ATKMSG_E_267={0x0101,0x0000} (Gegner) setzt[0x000A]Natur-Kraft ein!
ATKMSG_N_267={0x0101,0x0000} (Herrscher) setzt[0x000A]Natur-Kraft ein!
ATKMSG_M_268={0x0101,0x0000} setzt[0x000A]Ladevorgang ein!
ATKMSG_Y_268={0x0101,0x0000} (wild) setzt[0x000A]Ladevorgang ein!
ATKMSG_E_268={0x0101,0x0000} (Gegner) setzt[0x000A]Ladevorgang ein!
ATKMSG_N_268={0x0101,0x0000} (Herrscher) setzt[0x000A]Ladevorgang ein!
ATKMSG_M_269={0x0101,0x0000} setzt[0x000A]Verhöhner ein!
ATKMSG_Y_269={0x0101,0x0000} (wild) setzt[0x000A]Verhöhner ein!
ATKMSG_E_269={0x0101,0x0000} (Gegner) setzt[0x000A]Verhöhner ein!
ATKMSG_N_269={0x0101,0x0000} (Herrscher) setzt[0x000A]Verhöhner ein!
ATKMSG_M_270={0x0101,0x0000} setzt[0x000A]Rechte Hand ein!
ATKMSG_Y_270={0x0101,0x0000} (wild) setzt[0x000A]Rechte Hand ein!
ATKMSG_E_270={0x0101,0x0000} (Gegner) setzt[0x000A]Rechte Hand ein!
ATKMSG_N_270={0x0101,0x0000} (Herrscher) setzt[0x000A]Rechte Hand ein!
ATKMSG_M_271={0x0101,0x0000} setzt[0x000A]Trickbetrug ein!
ATKMSG_Y_271={0x0101,0x0000} (wild) setzt[0x000A]Trickbetrug ein!
ATKMSG_E_271={0x0101,0x0000} (Gegner) setzt[0x000A]Trickbetrug ein!
ATKMSG_N_271={0x0101,0x0000} (Herrscher) setzt[0x000A]Trickbetrug ein!
ATKMSG_M_272={0x0101,0x0000} setzt[0x000A]Rollentausch ein!
ATKMSG_Y_272={0x0101,0x0000} (wild) setzt[0x000A]Rollentausch ein!
ATKMSG_E_272={0x0101,0x0000} (Gegner) setzt[0x000A]Rollentausch ein!
ATKMSG_N_272={0x0101,0x0000} (Herrscher) setzt[0x000A]Rollentausch ein!
ATKMSG_M_273={0x0101,0x0000} spricht einen[0x000A]Wunschtraum aus!
ATKMSG_Y_273={0x0101,0x0000} (wild) spricht einen[0x000A]Wunschtraum aus!
ATKMSG_E_273={0x0101,0x0000} (Gegner) spricht einen[0x000A]Wunschtraum aus!
ATKMSG_N_273={0x0101,0x0000} (Herrscher) spricht einen[0x000A]Wunschtraum aus!
ATKMSG_M_274={0x0101,0x0000} setzt[0x000A]Zuschuss ein!
ATKMSG_Y_274={0x0101,0x0000} (wild) setzt[0x000A]Zuschuss ein!
ATKMSG_E_274={0x0101,0x0000} (Gegner) setzt[0x000A]Zuschuss ein!
ATKMSG_N_274={0x0101,0x0000} (Herrscher) setzt[0x000A]Zuschuss ein!
ATKMSG_M_275={0x0101,0x0000} setzt[0x000A]Verwurzler ein!
ATKMSG_Y_275={0x0101,0x0000} (wild) setzt[0x000A]Verwurzler ein!
ATKMSG_E_275={0x0101,0x0000} (Gegner) setzt[0x000A]Verwurzler ein!
ATKMSG_N_275={0x0101,0x0000} (Herrscher) setzt[0x000A]Verwurzler ein!
ATKMSG_M_276={0x0101,0x0000} setzt[0x000A]Kraftkoloss ein!
ATKMSG_Y_276={0x0101,0x0000} (wild) setzt[0x000A]Kraftkoloss ein!
ATKMSG_E_276={0x0101,0x0000} (Gegner) setzt[0x000A]Kraftkoloss ein!
ATKMSG_N_276={0x0101,0x0000} (Herrscher) setzt[0x000A]Kraftkoloss ein!
ATKMSG_M_277={0x0101,0x0000} setzt[0x000A]Magiemantel ein!
ATKMSG_Y_277={0x0101,0x0000} (wild) setzt[0x000A]Magiemantel ein!
ATKMSG_E_277={0x0101,0x0000} (Gegner) setzt[0x000A]Magiemantel ein!
ATKMSG_N_277={0x0101,0x0000} (Herrscher) setzt[0x000A]Magiemantel ein!
ATKMSG_M_278={0x0101,0x0000} setzt[0x000A]Aufbereitung ein!
ATKMSG_Y_278={0x0101,0x0000} (wild) setzt[0x000A]Aufbereitung ein!
ATKMSG_E_278={0x0101,0x0000} (Gegner) setzt[0x000A]Aufbereitung ein!
ATKMSG_N_278={0x0101,0x0000} (Herrscher) setzt[0x000A]Aufbereitung ein!
ATKMSG_M_279={0x0101,0x0000} setzt[0x000A]Vergeltung ein!
ATKMSG_Y_279={0x0101,0x0000} (wild) setzt[0x000A]Vergeltung ein!
ATKMSG_E_279={0x0101,0x0000} (Gegner) setzt[0x000A]Vergeltung ein!
ATKMSG_N_279={0x0101,0x0000} (Herrscher) setzt[0x000A]Vergeltung ein!
ATKMSG_M_280={0x0101,0x0000} setzt[0x000A]Durchbruch ein!
ATKMSG_Y_280={0x0101,0x0000} (wild) setzt[0x000A]Durchbruch ein!
ATKMSG_E_280={0x0101,0x0000} (Gegner) setzt[0x000A]Durchbruch ein!
ATKMSG_N_280={0x0101,0x0000} (Herrscher) setzt[0x000A]Durchbruch ein!
ATKMSG_M_281={0x0101,0x0000} setzt[0x000A]Gähner ein!
ATKMSG_Y_281={0x0101,0x0000} (wild) setzt[0x000A]Gähner ein!
ATKMSG_E_281={0x0101,0x0000} (Gegner) setzt[0x000A]Gähner ein!
ATKMSG_N_281={0x0101,0x0000} (Herrscher) setzt[0x000A]Gähner ein!
ATKMSG_M_282={0x0101,0x0000} setzt[0x000A]Abschlag ein!
ATKMSG_Y_282={0x0101,0x0000} (wild) setzt[0x000A]Abschlag ein!
ATKMSG_E_282={0x0101,0x0000} (Gegner) setzt[0x000A]Abschlag ein!
ATKMSG_N_282={0x0101,0x0000} (Herrscher) setzt[0x000A]Abschlag ein!
ATKMSG_M_283={0x0101,0x0000} setzt[0x000A]Notsituation ein!
ATKMSG_Y_283={0x0101,0x0000} (wild) setzt[0x000A]Notsituation ein!
ATKMSG_E_283={0x0101,0x0000} (Gegner) setzt[0x000A]Notsituation ein!
ATKMSG_N_283={0x0101,0x0000} (Herrscher) setzt[0x000A]Notsituation ein!
ATKMSG_M_284={0x0101,0x0000} setzt[0x000A]Eruption ein!
ATKMSG_Y_284={0x0101,0x0000} (wild) setzt[0x000A]Eruption ein!
ATKMSG_E_284={0x0101,0x0000} (Gegner) setzt[0x000A]Eruption ein!
ATKMSG_N_284={0x0101,0x0000} (Herrscher) setzt[0x000A]Eruption ein!
ATKMSG_M_285={0x0101,0x0000} setzt[0x000A]Wertewechsel ein!
ATKMSG_Y_285={0x0101,0x0000} (wild) setzt[0x000A]Wertewechsel ein!
ATKMSG_E_285={0x0101,0x0000} (Gegner) setzt[0x000A]Wertewechsel ein!
ATKMSG_N_285={0x0101,0x0000} (Herrscher) setzt[0x000A]Wertewechsel ein!
ATKMSG_M_286={0x0101,0x0000} setzt[0x000A]Begrenzer ein!
ATKMSG_Y_286={0x0101,0x0000} (wild) setzt[0x000A]Begrenzer ein!
ATKMSG_E_286={0x0101,0x0000} (Gegner) setzt[0x000A]Begrenzer ein!
ATKMSG_N_286={0x0101,0x0000} (Herrscher) setzt[0x000A]Begrenzer ein!
ATKMSG_M_287={0x0101,0x0000} setzt[0x000A]Heilung ein!
ATKMSG_Y_287={0x0101,0x0000} (wild) setzt[0x000A]Heilung ein!
ATKMSG_E_287={0x0101,0x0000} (Gegner) setzt[0x000A]Heilung ein!
ATKMSG_N_287={0x0101,0x0000} (Herrscher) setzt[0x000A]Heilung ein!
ATKMSG_M_288={0x0101,0x0000} setzt[0x000A]Nachspiel ein!
ATKMSG_Y_288={0x0101,0x0000} (wild) setzt[0x000A]Nachspiel ein!
ATKMSG_E_288={0x0101,0x0000} (Gegner) setzt[0x000A]Nachspiel ein!
ATKMSG_N_288={0x0101,0x0000} (Herrscher) setzt[0x000A]Nachspiel ein!
ATKMSG_M_289={0x0101,0x0000} setzt[0x000A]Übernahme ein!
ATKMSG_Y_289={0x0101,0x0000} (wild) setzt[0x000A]Übernahme ein!
ATKMSG_E_289={0x0101,0x0000} (Gegner) setzt[0x000A]Übernahme ein!
ATKMSG_N_289={0x0101,0x0000} (Herrscher) setzt[0x000A]Übernahme ein!
ATKMSG_M_290={0x0101,0x0000} setzt[0x000A]Geheimpower ein!
ATKMSG_Y_290={0x0101,0x0000} (wild) setzt[0x000A]Geheimpower ein!
ATKMSG_E_290={0x0101,0x0000} (Gegner) setzt[0x000A]Geheimpower ein!
ATKMSG_N_290={0x0101,0x0000} (Herrscher) setzt[0x000A]Geheimpower ein!
ATKMSG_M_291={0x0101,0x0000} setzt[0x000A]Taucher ein!
ATKMSG_Y_291={0x0101,0x0000} (wild) setzt[0x000A]Taucher ein!
ATKMSG_E_291={0x0101,0x0000} (Gegner) setzt[0x000A]Taucher ein!
ATKMSG_N_291={0x0101,0x0000} (Herrscher) setzt[0x000A]Taucher ein!
ATKMSG_M_292={0x0101,0x0000} setzt[0x000A]Armstoß ein!
ATKMSG_Y_292={0x0101,0x0000} (wild) setzt[0x000A]Armstoß ein!
ATKMSG_E_292={0x0101,0x0000} (Gegner) setzt[0x000A]Armstoß ein!
ATKMSG_N_292={0x0101,0x0000} (Herrscher) setzt[0x000A]Armstoß ein!
ATKMSG_M_293={0x0101,0x0000} setzt[0x000A]Tarnung ein!
ATKMSG_Y_293={0x0101,0x0000} (wild) setzt[0x000A]Tarnung ein!
ATKMSG_E_293={0x0101,0x0000} (Gegner) setzt[0x000A]Tarnung ein!
ATKMSG_N_293={0x0101,0x0000} (Herrscher) setzt[0x000A]Tarnung ein!
ATKMSG_M_294={0x0101,0x0000} setzt[0x000A]Schweifglanz ein!
ATKMSG_Y_294={0x0101,0x0000} (wild) setzt[0x000A]Schweifglanz ein!
ATKMSG_E_294={0x0101,0x0000} (Gegner) setzt[0x000A]Schweifglanz ein!
ATKMSG_N_294={0x0101,0x0000} (Herrscher) setzt[0x000A]Schweifglanz ein!
ATKMSG_M_295={0x0101,0x0000} setzt[0x000A]Scheinwerfer ein!
ATKMSG_Y_295={0x0101,0x0000} (wild) setzt[0x000A]Scheinwerfer ein!
ATKMSG_E_295={0x0101,0x0000} (Gegner) setzt[0x000A]Scheinwerfer ein!
ATKMSG_N_295={0x0101,0x0000} (Herrscher) setzt[0x000A]Scheinwerfer ein!
ATKMSG_M_296={0x0101,0x0000} setzt[0x000A]Nebelball ein!
ATKMSG_Y_296={0x0101,0x0000} (wild) setzt[0x000A]Nebelball ein!
ATKMSG_E_296={0x0101,0x0000} (Gegner) setzt[0x000A]Nebelball ein!
ATKMSG_N_296={0x0101,0x0000} (Herrscher) setzt[0x000A]Nebelball ein!
ATKMSG_M_297={0x0101,0x0000} setzt[0x000A]Daunenreigen ein!
ATKMSG_Y_297={0x0101,0x0000} (wild) setzt[0x000A]Daunenreigen ein!
ATKMSG_E_297={0x0101,0x0000} (Gegner) setzt[0x000A]Daunenreigen ein!
ATKMSG_N_297={0x0101,0x0000} (Herrscher) setzt[0x000A]Daunenreigen ein!
ATKMSG_M_298={0x0101,0x0000} setzt[0x000A]Taumeltanz ein!
ATKMSG_Y_298={0x0101,0x0000} (wild) setzt[0x000A]Taumeltanz ein!
ATKMSG_E_298={0x0101,0x0000} (Gegner) setzt[0x000A]Taumeltanz ein!
ATKMSG_N_298={0x0101,0x0000} (Herrscher) setzt[0x000A]Taumeltanz ein!
ATKMSG_M_299={0x0101,0x0000} setzt[0x000A]Feuerfeger ein!
ATKMSG_Y_299={0x0101,0x0000} (wild) setzt[0x000A]Feuerfeger ein!
ATKMSG_E_299={0x0101,0x0000} (Gegner) setzt[0x000A]Feuerfeger ein!
ATKMSG_N_299={0x0101,0x0000} (Herrscher) setzt[0x000A]Feuerfeger ein!
ATKMSG_M_300={0x0101,0x0000} setzt[0x000A]Lehmsuhler ein!
ATKMSG_Y_300={0x0101,0x0000} (wild) setzt[0x000A]Lehmsuhler ein!
ATKMSG_E_300={0x0101,0x0000} (Gegner) setzt[0x000A]Lehmsuhler ein!
ATKMSG_N_300={0x0101,0x0000} (Herrscher) setzt[0x000A]Lehmsuhler ein!
ATKMSG_M_301={0x0101,0x0000} setzt[0x000A]Frostbeule ein!
ATKMSG_Y_301={0x0101,0x0000} (wild) setzt[0x000A]Frostbeule ein!
ATKMSG_E_301={0x0101,0x0000} (Gegner) setzt[0x000A]Frostbeule ein!
ATKMSG_N_301={0x0101,0x0000} (Herrscher) setzt[0x000A]Frostbeule ein!
ATKMSG_M_302={0x0101,0x0000} setzt[0x000A]Nietenranke ein!
ATKMSG_Y_302={0x0101,0x0000} (wild) setzt[0x000A]Nietenranke ein!
ATKMSG_E_302={0x0101,0x0000} (Gegner) setzt[0x000A]Nietenranke ein!
ATKMSG_N_302={0x0101,0x0000} (Herrscher) setzt[0x000A]Nietenranke ein!
ATKMSG_M_303={0x0101,0x0000} setzt[0x000A]Tagedieb ein!
ATKMSG_Y_303={0x0101,0x0000} (wild) setzt[0x000A]Tagedieb ein!
ATKMSG_E_303={0x0101,0x0000} (Gegner) setzt[0x000A]Tagedieb ein!
ATKMSG_N_303={0x0101,0x0000} (Herrscher) setzt[0x000A]Tagedieb ein!
ATKMSG_M_304={0x0101,0x0000} setzt[0x000A]Schallwelle ein!
ATKMSG_Y_304={0x0101,0x0000} (wild) setzt[0x000A]Schallwelle ein!
ATKMSG_E_304={0x0101,0x0000} (Gegner) setzt[0x000A]Schallwelle ein!
ATKMSG_N_304={0x0101,0x0000} (Herrscher) setzt[0x000A]Schallwelle ein!
ATKMSG_M_305={0x0101,0x0000} setzt[0x000A]Giftzahn ein!
ATKMSG_Y_305={0x0101,0x0000} (wild) setzt[0x000A]Giftzahn ein!
ATKMSG_E_305={0x0101,0x0000} (Gegner) setzt[0x000A]Giftzahn ein!
ATKMSG_N_305={0x0101,0x0000} (Herrscher) setzt[0x000A]Giftzahn ein!
ATKMSG_M_306={0x0101,0x0000} setzt[0x000A]Zermalmklaue ein!
ATKMSG_Y_306={0x0101,0x0000} (wild) setzt[0x000A]Zermalmklaue ein!
ATKMSG_E_306={0x0101,0x0000} (Gegner) setzt[0x000A]Zermalmklaue ein!
ATKMSG_N_306={0x0101,0x0000} (Herrscher) setzt[0x000A]Zermalmklaue ein!
ATKMSG_M_307={0x0101,0x0000} setzt[0x000A]Lohekanonade ein!
ATKMSG_Y_307={0x0101,0x0000} (wild) setzt[0x000A]Lohekanonade ein!
ATKMSG_E_307={0x0101,0x0000} (Gegner) setzt[0x000A]Lohekanonade ein!
ATKMSG_N_307={0x0101,0x0000} (Herrscher) setzt[0x000A]Lohekanonade ein!
ATKMSG_M_308={0x0101,0x0000} setzt[0x000A]Aquahaubitze ein!
ATKMSG_Y_308={0x0101,0x0000} (wild) setzt[0x000A]Aquahaubitze ein!
ATKMSG_E_308={0x0101,0x0000} (Gegner) setzt[0x000A]Aquahaubitze ein!
ATKMSG_N_308={0x0101,0x0000} (Herrscher) setzt[0x000A]Aquahaubitze ein!
ATKMSG_M_309={0x0101,0x0000} setzt[0x000A]Sternenhieb ein!
ATKMSG_Y_309={0x0101,0x0000} (wild) setzt[0x000A]Sternenhieb ein!
ATKMSG_E_309={0x0101,0x0000} (Gegner) setzt[0x000A]Sternenhieb ein!
ATKMSG_N_309={0x0101,0x0000} (Herrscher) setzt[0x000A]Sternenhieb ein!
ATKMSG_M_310={0x0101,0x0000} setzt[0x000A]Erstauner ein!
ATKMSG_Y_310={0x0101,0x0000} (wild) setzt[0x000A]Erstauner ein!
ATKMSG_E_310={0x0101,0x0000} (Gegner) setzt[0x000A]Erstauner ein!
ATKMSG_N_310={0x0101,0x0000} (Herrscher) setzt[0x000A]Erstauner ein!
ATKMSG_M_311={0x0101,0x0000} setzt[0x000A]Meteorologe ein!
ATKMSG_Y_311={0x0101,0x0000} (wild) setzt[0x000A]Meteorologe ein!
ATKMSG_E_311={0x0101,0x0000} (Gegner) setzt[0x000A]Meteorologe ein!
ATKMSG_N_311={0x0101,0x0000} (Herrscher) setzt[0x000A]Meteorologe ein!
ATKMSG_M_312={0x0101,0x0000} setzt[0x000A]Aromakur ein!
ATKMSG_Y_312={0x0101,0x0000} (wild) setzt[0x000A]Aromakur ein!
ATKMSG_E_312={0x0101,0x0000} (Gegner) setzt[0x000A]Aromakur ein!
ATKMSG_N_312={0x0101,0x0000} (Herrscher) setzt[0x000A]Aromakur ein!
ATKMSG_M_313={0x0101,0x0000} setzt[0x000A]Trugträne ein!
ATKMSG_Y_313={0x0101,0x0000} (wild) setzt[0x000A]Trugträne ein!
ATKMSG_E_313={0x0101,0x0000} (Gegner) setzt[0x000A]Trugträne ein!
ATKMSG_N_313={0x0101,0x0000} (Herrscher) setzt[0x000A]Trugträne ein!
ATKMSG_M_314={0x0101,0x0000} setzt[0x000A]Windschnitt ein!
ATKMSG_Y_314={0x0101,0x0000} (wild) setzt[0x000A]Windschnitt ein!
ATKMSG_E_314={0x0101,0x0000} (Gegner) setzt[0x000A]Windschnitt ein!
ATKMSG_N_314={0x0101,0x0000} (Herrscher) setzt[0x000A]Windschnitt ein!
ATKMSG_M_315={0x0101,0x0000} setzt[0x000A]Hitzekoller ein!
ATKMSG_Y_315={0x0101,0x0000} (wild) setzt[0x000A]Hitzekoller ein!
ATKMSG_E_315={0x0101,0x0000} (Gegner) setzt[0x000A]Hitzekoller ein!
ATKMSG_N_315={0x0101,0x0000} (Herrscher) setzt[0x000A]Hitzekoller ein!
ATKMSG_M_316={0x0101,0x0000} setzt[0x000A]Schnüffler ein!
ATKMSG_Y_316={0x0101,0x0000} (wild) setzt[0x000A]Schnüffler ein!
ATKMSG_E_316={0x0101,0x0000} (Gegner) setzt[0x000A]Schnüffler ein!
ATKMSG_N_316={0x0101,0x0000} (Herrscher) setzt[0x000A]Schnüffler ein!
ATKMSG_M_317={0x0101,0x0000} setzt[0x000A]Felsgrab ein!
ATKMSG_Y_317={0x0101,0x0000} (wild) setzt[0x000A]Felsgrab ein!
ATKMSG_E_317={0x0101,0x0000} (Gegner) setzt[0x000A]Felsgrab ein!
ATKMSG_N_317={0x0101,0x0000} (Herrscher) setzt[0x000A]Felsgrab ein!
ATKMSG_M_318={0x0101,0x0000} setzt[0x000A]Silberhauch ein!
ATKMSG_Y_318={0x0101,0x0000} (wild) setzt[0x000A]Silberhauch ein!
ATKMSG_E_318={0x0101,0x0000} (Gegner) setzt[0x000A]Silberhauch ein!
ATKMSG_N_318={0x0101,0x0000} (Herrscher) setzt[0x000A]Silberhauch ein!
ATKMSG_M_319={0x0101,0x0000} setzt[0x000A]Metallsound ein!
ATKMSG_Y_319={0x0101,0x0000} (wild) setzt[0x000A]Metallsound ein!
ATKMSG_E_319={0x0101,0x0000} (Gegner) setzt[0x000A]Metallsound ein!
ATKMSG_N_319={0x0101,0x0000} (Herrscher) setzt[0x000A]Metallsound ein!
ATKMSG_M_320={0x0101,0x0000} setzt[0x000A]Grasflöte ein!
ATKMSG_Y_320={0x0101,0x0000} (wild) setzt[0x000A]Grasflöte ein!
ATKMSG_E_320={0x0101,0x0000} (Gegner) setzt[0x000A]Grasflöte ein!
ATKMSG_N_320={0x0101,0x0000} (Herrscher) setzt[0x000A]Grasflöte ein!
ATKMSG_M_321={0x0101,0x0000} setzt[0x000A]Spaßkanone ein!
ATKMSG_Y_321={0x0101,0x0000} (wild) setzt[0x000A]Spaßkanone ein!
ATKMSG_E_321={0x0101,0x0000} (Gegner) setzt[0x000A]Spaßkanone ein!
ATKMSG_N_321={0x0101,0x0000} (Herrscher) setzt[0x000A]Spaßkanone ein!
ATKMSG_M_322={0x0101,0x0000} setzt[0x000A]Kosmik-Kraft ein!
ATKMSG_Y_322={0x0101,0x0000} (wild) setzt[0x000A]Kosmik-Kraft ein!
ATKMSG_E_322={0x0101,0x0000} (Gegner) setzt[0x000A]Kosmik-Kraft ein!
ATKMSG_N_322={0x0101,0x0000} (Herrscher) setzt[0x000A]Kosmik-Kraft ein!
ATKMSG_M_323={0x0101,0x0000} setzt[0x000A]Fontränen ein!
ATKMSG_Y_323={0x0101,0x0000} (wild) setzt[0x000A]Fontränen ein!
ATKMSG_E_323={0x0101,0x0000} (Gegner) setzt[0x000A]Fontränen ein!
ATKMSG_N_323={0x0101,0x0000} (Herrscher) setzt[0x000A]Fontränen ein!
ATKMSG_M_324={0x0101,0x0000} setzt[0x000A]Ampelleuchte ein!
ATKMSG_Y_324={0x0101,0x0000} (wild) setzt[0x000A]Ampelleuchte ein!
ATKMSG_E_324={0x0101,0x0000} (Gegner) setzt[0x000A]Ampelleuchte ein!
ATKMSG_N_324={0x0101,0x0000} (Herrscher) setzt[0x000A]Ampelleuchte ein!
ATKMSG_M_325={0x0101,0x0000} setzt[0x000A]Finsterfaust ein!
ATKMSG_Y_325={0x0101,0x0000} (wild) setzt[0x000A]Finsterfaust ein!
ATKMSG_E_325={0x0101,0x0000} (Gegner) setzt[0x000A]Finsterfaust ein!
ATKMSG_N_325={0x0101,0x0000} (Herrscher) setzt[0x000A]Finsterfaust ein!
ATKMSG_M_326={0x0101,0x0000} setzt[0x000A]Sondersensor ein!
ATKMSG_Y_326={0x0101,0x0000} (wild) setzt[0x000A]Sondersensor ein!
ATKMSG_E_326={0x0101,0x0000} (Gegner) setzt[0x000A]Sondersensor ein!
ATKMSG_N_326={0x0101,0x0000} (Herrscher) setzt[0x000A]Sondersensor ein!
ATKMSG_M_327={0x0101,0x0000} setzt[0x000A]Himmelhieb ein!
ATKMSG_Y_327={0x0101,0x0000} (wild) setzt[0x000A]Himmelhieb ein!
ATKMSG_E_327={0x0101,0x0000} (Gegner) setzt[0x000A]Himmelhieb ein!
ATKMSG_N_327={0x0101,0x0000} (Herrscher) setzt[0x000A]Himmelhieb ein!
ATKMSG_M_328={0x0101,0x0000} setzt[0x000A]Sandgrab ein!
ATKMSG_Y_328={0x0101,0x0000} (wild) setzt[0x000A]Sandgrab ein!
ATKMSG_E_328={0x0101,0x0000} (Gegner) setzt[0x000A]Sandgrab ein!
ATKMSG_N_328={0x0101,0x0000} (Herrscher) setzt[0x000A]Sandgrab ein!
ATKMSG_M_329={0x0101,0x0000} setzt[0x000A]Eiseskälte ein!
ATKMSG_Y_329={0x0101,0x0000} (wild) setzt[0x000A]Eiseskälte ein!
ATKMSG_E_329={0x0101,0x0000} (Gegner) setzt[0x000A]Eiseskälte ein!
ATKMSG_N_329={0x0101,0x0000} (Herrscher) setzt[0x000A]Eiseskälte ein!
ATKMSG_M_330={0x0101,0x0000} setzt[0x000A]Lehmbrühe ein!
ATKMSG_Y_330={0x0101,0x0000} (wild) setzt[0x000A]Lehmbrühe ein!
ATKMSG_E_330={0x0101,0x0000} (Gegner) setzt[0x000A]Lehmbrühe ein!
ATKMSG_N_330={0x0101,0x0000} (Herrscher) setzt[0x000A]Lehmbrühe ein!
ATKMSG_M_331={0x0101,0x0000} setzt[0x000A]Kugelsaat ein!
ATKMSG_Y_331={0x0101,0x0000} (wild) setzt[0x000A]Kugelsaat ein!
ATKMSG_E_331={0x0101,0x0000} (Gegner) setzt[0x000A]Kugelsaat ein!
ATKMSG_N_331={0x0101,0x0000} (Herrscher) setzt[0x000A]Kugelsaat ein!
ATKMSG_M_332={0x0101,0x0000} setzt[0x000A]Aero-Ass ein!
ATKMSG_Y_332={0x0101,0x0000} (wild) setzt[0x000A]Aero-Ass ein!
ATKMSG_E_332={0x0101,0x0000} (Gegner) setzt[0x000A]Aero-Ass ein!
ATKMSG_N_332={0x0101,0x0000} (Herrscher) setzt[0x000A]Aero-Ass ein!
ATKMSG_M_333={0x0101,0x0000} setzt[0x000A]Eisspeer ein!
ATKMSG_Y_333={0x0101,0x0000} (wild) setzt[0x000A]Eisspeer ein!
ATKMSG_E_333={0x0101,0x0000} (Gegner) setzt[0x000A]Eisspeer ein!
ATKMSG_N_333={0x0101,0x0000} (Herrscher) setzt[0x000A]Eisspeer ein!
ATKMSG_M_334={0x0101,0x0000} setzt[0x000A]Eisenabwehr ein!
ATKMSG_Y_334={0x0101,0x0000} (wild) setzt[0x000A]Eisenabwehr ein!
ATKMSG_E_334={0x0101,0x0000} (Gegner) setzt[0x000A]Eisenabwehr ein!
ATKMSG_N_334={0x0101,0x0000} (Herrscher) setzt[0x000A]Eisenabwehr ein!
ATKMSG_M_335={0x0101,0x0000} setzt[0x000A]Rückentzug ein!
ATKMSG_Y_335={0x0101,0x0000} (wild) setzt[0x000A]Rückentzug ein!
ATKMSG_E_335={0x0101,0x0000} (Gegner) setzt[0x000A]Rückentzug ein!
ATKMSG_N_335={0x0101,0x0000} (Herrscher) setzt[0x000A]Rückentzug ein!
ATKMSG_M_336={0x0101,0x0000} setzt[0x000A]Jauler ein!
ATKMSG_Y_336={0x0101,0x0000} (wild) setzt[0x000A]Jauler ein!
ATKMSG_E_336={0x0101,0x0000} (Gegner) setzt[0x000A]Jauler ein!
ATKMSG_N_336={0x0101,0x0000} (Herrscher) setzt[0x000A]Jauler ein!
ATKMSG_M_337={0x0101,0x0000} setzt[0x000A]Drachenklaue ein!
ATKMSG_Y_337={0x0101,0x0000} (wild) setzt[0x000A]Drachenklaue ein!
ATKMSG_E_337={0x0101,0x0000} (Gegner) setzt[0x000A]Drachenklaue ein!
ATKMSG_N_337={0x0101,0x0000} (Herrscher) setzt[0x000A]Drachenklaue ein!
